farmer_type,ndvi_5yr_avg,rainfall_mm,soil_npk_index,crop_price_inr,default_risk_label
New_Farmer,0.0,482.67,67.26,2079.59,1
Experienced,0.7757,1040.82,91.67,2044.86,0
Experienced,0.5097,1192.81,77.79,1819.37,0
New_Farmer,0.0,1015.47,31.54,2576.17,1
Experienced,0.5969,1045.35,46.58,2084.33,0
Experienced,0.7286,1116.17,53.55,2385.75,0
New_Farmer,0.0,610.07,18.54,1728.71,1
Experienced,0.65,754.37,76.2,2003.54,0
Experienced,0.6865,765.85,63.78,2622.83,0
Experienced,0.4577,831.51,77.33,2218.56,1
New_Farmer,0.0,224.34,30.85,2275.5,1
Experienced,0.6658,694.41,27.11,2405.36,1
Experienced,0.55,1220.11,32.89,1837.51,1
New_Farmer,0.0,733.65,64.03,1771.45,1
New_Farmer,0.0,812.95,38.14,1763.85,1
New_Farmer,0.0,1146.14,31.35,861.57,1
Experienced,0.839,696.45,93.58,2182.1,0
New_Farmer,0.0,831.73,35.01,2991.55,1
New_Farmer,0.0,877.67,31.41,1428.38,1
New_Farmer,0.0,329.1,67.75,1507.04,0
Experienced,0.5296,682.28,71.85,2364.44,0
Experienced,0.8348,701.6,57.24,2070.98,0
Experienced,0.5225,1076.7,69.78,2585.04,0
New_Farmer,0.0,1179.67,41.05,2571.98,1
Experienced,0.6296,846.89,57.42,2750.0,0
Experienced,0.4722,314.73,75.23,2717.27,1
Experienced,0.8824,793.44,67.93,2046.29,0
Experienced,0.8625,740.11,71.22,3436.49,0
Experienced,0.8168,611.03,62.51,2503.35,1
Experienced,0.5754,411.31,31.04,2424.2,1
Experienced,0.4457,930.05,60.72,2369.69,1
Experienced,0.837,629.41,57.24,2303.62,0
New_Farmer,0.0,270.26,76.21,2579.79,1
New_Farmer,0.0,519.43,40.9,1985.65,1
Experienced,0.8881,957.94,68.29,2024.01,0
New_Farmer,0.0,730.19,77.95,2514.76,0
Experienced,0.854,753.66,73.01,2069.8,0
Experienced,0.4207,403.62,70.17,2495.48,1
Experienced,0.5532,922.12,86.43,1867.92,0
Experienced,0.8261,654.8,38.63,2907.22,1
Experienced,0.5376,974.0,52.58,1844.93,1
Experienced,0.8932,955.77,65.48,2284.32,0
Experienced,0.4288,856.4,65.91,2440.13,0
Experienced,0.4841,1148.27,67.46,1495.33,1
Experienced,0.8765,614.06,39.89,2869.62,0
Experienced,0.751,649.26,53.29,2334.84,0
New_Farmer,0.0,492.32,39.85,2735.36,0
Experienced,0.7538,1098.56,53.04,1799.35,0
New_Farmer,0.0,721.99,9.81,1897.93,1
Experienced,0.7884,687.19,28.76,2026.48,1
New_Farmer,0.0,616.1,56.65,2470.41,1
New_Farmer,0.0,389.16,84.55,2346.78,0
New_Farmer,0.0,725.22,29.06,1593.56,1
New_Farmer,0.0,457.08,27.12,1910.47,1
Experienced,0.7575,308.15,72.14,2996.92,1
New_Farmer,0.0,885.25,16.47,1824.28,1
Experienced,0.8771,955.3,42.25,3337.72,1
Experienced,0.4219,704.65,66.24,1633.47,0
Experienced,0.4851,895.76,55.1,2761.63,1
Experienced,0.8604,815.83,57.03,2590.65,0
New_Farmer,0.0,843.16,73.62,1902.74,0
New_Farmer,0.0,694.49,56.24,2020.7,0
Experienced,0.6217,701.49,57.79,3090.32,1
New_Farmer,0.0,385.41,64.42,1800.75,0
Experienced,0.4105,877.46,46.78,2866.6,1
Experienced,0.4853,261.12,72.73,2151.57,1
New_Farmer,0.0,752.5,95.36,1598.06,0
Experienced,0.8655,1086.94,51.66,3113.23,1
New_Farmer,0.0,983.43,50.68,1767.16,1
Experienced,0.6253,773.06,57.49,2883.28,1
New_Farmer,0.0,476.93,5.84,1913.45,1
Experienced,0.4035,790.33,59.24,2055.32,1
Experienced,0.7271,1044.8,47.51,2563.17,0
Experienced,0.5363,837.41,75.14,2700.53,0
New_Farmer,0.0,220.4,39.52,2912.17,1
Experienced,0.6769,1122.58,59.15,1829.97,1
Experienced,0.8153,451.3,40.16,2196.93,0
New_Farmer,0.0,1125.86,54.51,1802.29,0
New_Farmer,0.0,882.13,66.59,1971.61,0
New_Farmer,0.0,819.81,45.89,2013.39,1
New_Farmer,0.0,713.95,58.31,2170.54,1
Experienced,0.6797,1164.81,64.81,2321.71,1
Experienced,0.6142,587.36,73.82,2165.37,1
Experienced,0.5458,727.96,52.18,2409.78,0
Experienced,0.5373,824.56,72.6,2887.33,1
New_Farmer,0.0,884.88,59.13,1931.59,0
Experienced,0.5823,456.7,52.6,2784.45,0
Experienced,0.8624,545.92,50.99,1863.53,1
New_Farmer,0.0,1153.93,27.18,1182.15,0
Experienced,0.5923,932.27,82.54,2958.03,0
Experienced,0.7466,621.37,57.98,1609.87,1
Experienced,0.4952,779.82,64.95,2669.38,0
Experienced,0.5735,1043.22,61.97,1776.55,1
New_Farmer,0.0,1317.72,33.92,1864.62,1
New_Farmer,0.0,867.45,48.18,2092.44,1
Experienced,0.8542,845.3,45.54,1577.15,0
New_Farmer,0.0,837.7,46.29,2696.33,1
New_Farmer,0.0,572.46,17.24,2194.99,1
Experienced,0.8473,1435.33,56.97,1249.59,1
Experienced,0.5131,621.83,58.99,1273.38,1
Experienced,0.5503,588.18,29.98,2004.94,1
Experienced,0.5272,914.07,63.29,900.62,0
Experienced,0.5172,1229.38,44.31,1865.42,0
Experienced,0.749,797.3,69.68,1330.71,0
New_Farmer,0.0,750.22,65.4,3008.27,0
Experienced,0.826,701.35,34.04,2071.21,1
New_Farmer,0.0,520.32,36.01,1751.38,1
New_Farmer,0.0,1007.74,50.55,2364.51,1
New_Farmer,0.0,344.73,43.89,1775.86,1
Experienced,0.6947,767.46,57.69,2297.86,1
New_Farmer,0.0,876.35,38.54,2220.9,1
New_Farmer,0.0,1031.78,32.67,2260.07,1
Experienced,0.4306,757.53,60.12,1412.94,1
New_Farmer,0.0,799.87,13.99,2096.32,1
New_Farmer,0.0,201.51,75.72,1569.81,1
Experienced,0.4256,519.63,66.74,2554.76,1
Experienced,0.7945,154.05,48.22,1544.29,1
New_Farmer,0.0,650.15,48.04,1851.53,1
Experienced,0.8017,638.5,44.88,2077.1,1
New_Farmer,0.0,1182.53,53.6,2189.4,0
Experienced,0.8709,979.64,60.09,1700.31,0
New_Farmer,0.0,594.56,34.77,2219.4,1
New_Farmer,0.0,661.3,60.67,2048.38,1
New_Farmer,0.0,649.24,39.09,1648.68,1
New_Farmer,0.0,905.71,41.12,2314.35,1
Experienced,0.8678,1133.8,75.49,2109.65,0
Experienced,0.8449,644.41,68.04,1865.86,0
New_Farmer,0.0,497.86,66.92,2236.27,0
New_Farmer,0.0,1155.69,6.33,1887.9,1
Experienced,0.6577,783.69,65.77,2034.18,0
Experienced,0.814,1174.87,55.46,2057.31,0
New_Farmer,0.0,377.89,69.94,2422.52,0
New_Farmer,0.0,674.08,58.88,2137.52,0
Experienced,0.5755,928.8,54.34,1157.57,1
New_Farmer,0.0,1212.55,72.81,2046.82,0
Experienced,0.679,523.88,48.85,1565.24,1
New_Farmer,0.0,1173.05,34.17,2530.76,0
Experienced,0.4696,673.1,46.97,2688.81,0
Experienced,0.5779,1305.65,47.67,2049.26,0
Experienced,0.5418,934.73,76.35,1866.76,0
New_Farmer,0.0,1297.04,35.12,1910.43,1
Experienced,0.7333,365.03,68.48,1597.69,1
New_Farmer,0.0,779.42,71.17,1258.17,0
Experienced,0.8362,430.92,78.16,2746.2,1
New_Farmer,0.0,733.05,66.13,1798.27,0
Experienced,0.6631,1239.76,39.72,1394.64,0
Experienced,0.5596,467.74,51.83,2323.7,0
New_Farmer,0.0,776.27,91.71,1680.5,0
New_Farmer,0.0,545.47,39.34,2838.75,1
Experienced,0.6604,937.47,38.5,2176.07,0
New_Farmer,0.0,869.63,50.57,2913.2,0
Experienced,0.8136,1362.18,58.41,2336.13,0
Experienced,0.5855,536.21,62.71,2359.58,1
Experienced,0.5779,986.07,65.78,2226.99,1
Experienced,0.5492,285.07,36.54,2292.15,1
New_Farmer,0.0,615.13,42.4,1731.39,0
Experienced,0.5447,825.03,66.58,2257.08,1
Experienced,0.5536,487.49,71.07,1504.82,1
New_Farmer,0.0,809.26,57.83,2396.71,1
Experienced,0.4814,688.99,84.45,2151.43,1
New_Farmer,0.0,1074.17,43.24,2265.6,1
New_Farmer,0.0,554.24,58.63,2340.2,1
Experienced,0.4582,1117.83,57.67,2771.22,1
New_Farmer,0.0,973.36,57.86,1871.36,1
New_Farmer,0.0,638.15,46.07,2850.89,0
Experienced,0.6337,820.23,71.54,1778.26,0
New_Farmer,0.0,750.19,52.1,2178.82,1
Experienced,0.6756,949.27,48.1,970.99,1
Experienced,0.7893,496.77,64.41,2196.49,1
New_Farmer,0.0,1329.84,21.51,2527.25,0
Experienced,0.8704,236.59,59.17,1913.06,1
Experienced,0.4497,814.67,60.64,2105.7,0
Experienced,0.4023,586.49,72.45,2009.84,1
New_Farmer,0.0,518.99,22.42,1755.22,1
Experienced,0.7285,943.21,42.19,1557.61,0
Experienced,0.451,824.2,64.9,1761.24,1
Experienced,0.4711,479.99,65.93,3287.02,0
Experienced,0.8881,847.9,61.91,2342.59,0
Experienced,0.8821,170.55,88.53,1509.88,1
Experienced,0.4079,624.78,49.99,2022.57,1
Experienced,0.5232,975.71,72.64,2185.9,1
Experienced,0.7143,752.5,80.24,2072.75,0
Experienced,0.7267,819.54,62.81,2716.51,0
Experienced,0.7918,702.53,61.53,1694.86,0
New_Farmer,0.0,418.99,39.21,2083.2,1
New_Farmer,0.0,860.91,31.6,1625.88,1
Experienced,0.5958,1149.65,46.53,3019.02,0
Experienced,0.5965,696.66,80.59,2652.76,0
Experienced,0.7311,691.39,63.74,1651.33,0
Experienced,0.5966,787.61,70.75,2127.83,1
New_Farmer,0.0,889.44,64.88,2446.39,1
Experienced,0.9,926.08,44.43,1350.11,1
Experienced,0.4822,657.35,32.91,1682.86,1
Experienced,0.6817,950.96,78.9,2876.33,0
Experienced,0.5566,805.45,45.68,2092.04,0
Experienced,0.7726,955.15,48.8,2947.66,1
Experienced,0.7587,1230.87,40.45,2265.27,0
Experienced,0.8762,697.55,60.46,1613.33,1
Experienced,0.6186,520.22,52.59,2430.22,1
Experienced,0.6847,786.3,60.59,2508.54,0
Experienced,0.5016,1029.57,35.03,1935.9,1
Experienced,0.7304,814.83,54.65,3509.32,1
New_Farmer,0.0,582.06,22.08,2609.27,1
Experienced,0.5496,865.54,45.94,3117.45,0
Experienced,0.5737,816.01,69.06,2940.62,1
Experienced,0.8653,716.78,82.82,2592.79,0
Experienced,0.4095,793.63,60.66,2362.8,1
Experienced,0.7923,1255.84,56.92,3102.38,1
Experienced,0.5255,839.17,56.22,1182.44,0
Experienced,0.4064,783.19,55.15,2172.24,1
Experienced,0.8581,487.63,67.02,1830.97,1
Experienced,0.589,311.38,48.68,2540.68,1
New_Farmer,0.0,553.63,15.86,3230.18,1
Experienced,0.5016,528.87,75.76,2132.03,1
Experienced,0.6398,603.68,43.41,2171.31,1
New_Farmer,0.0,552.77,82.16,2634.97,0
Experienced,0.7355,502.84,36.68,2310.79,0
Experienced,0.4631,430.09,44.16,2316.18,1
New_Farmer,0.0,428.92,74.52,3059.95,0
Experienced,0.8982,755.53,22.73,2214.17,0
New_Farmer,0.0,875.86,47.31,1156.74,1
New_Farmer,0.0,653.94,75.37,2207.73,1
Experienced,0.6879,482.45,45.5,1837.86,1
Experienced,0.7031,709.97,53.61,1337.98,0
Experienced,0.7137,761.34,34.38,2043.05,1
Experienced,0.4423,411.68,56.66,2543.72,0
Experienced,0.4411,679.83,46.69,2273.82,0
New_Farmer,0.0,857.52,39.19,1944.87,1
Experienced,0.6805,852.93,65.43,2181.52,0
Experienced,0.6638,602.89,51.85,1778.61,1
Experienced,0.6659,696.98,91.64,1779.2,0
Experienced,0.8071,1231.36,45.59,2297.99,0
Experienced,0.6844,765.69,51.37,2614.09,0
Experienced,0.7067,1045.68,90.36,2333.29,0
Experienced,0.8675,415.06,81.06,2421.68,0
Experienced,0.509,429.75,49.93,1648.9,1
Experienced,0.5082,505.38,71.39,2616.7,0
New_Farmer,0.0,693.41,28.93,2449.27,1
Experienced,0.4957,680.79,62.96,2267.97,1
Experienced,0.4833,463.9,39.63,3084.16,1
Experienced,0.7039,1018.34,73.77,2077.22,0
Experienced,0.5775,781.95,53.07,1969.98,1
New_Farmer,0.0,994.78,34.43,2431.66,1
Experienced,0.6354,726.63,58.42,2867.06,1
Experienced,0.8542,1253.25,60.08,2341.46,0
Experienced,0.8581,1002.62,66.98,2205.1,0
New_Farmer,0.0,547.48,63.32,1469.2,0
New_Farmer,0.0,954.84,34.34,1374.06,1
New_Farmer,0.0,549.38,56.62,2151.59,1
Experienced,0.4655,1054.2,50.12,3488.92,0
New_Farmer,0.0,574.18,38.21,1998.84,1
Experienced,0.7361,892.16,83.63,2174.03,0
New_Farmer,0.0,922.85,52.88,1077.51,0
New_Farmer,0.0,852.14,54.92,2143.52,0
Experienced,0.4501,354.45,40.71,1861.37,1
New_Farmer,0.0,1065.25,43.83,2875.74,1
New_Farmer,0.0,351.18,41.35,2044.29,1
Experienced,0.8251,1231.61,68.73,2613.86,0
New_Farmer,0.0,510.49,22.62,1544.14,1
New_Farmer,0.0,697.88,72.64,1878.43,0
Experienced,0.4368,609.77,75.85,1560.16,1
Experienced,0.6599,678.52,68.15,2349.58,0
Experienced,0.5672,402.11,38.6,1697.87,1
New_Farmer,0.0,1055.54,46.01,1735.85,1
Experienced,0.4211,860.34,49.93,1338.42,1
Experienced,0.421,891.88,41.95,1752.2,0
Experienced,0.5346,1064.78,39.39,2141.94,0
New_Farmer,0.0,940.63,50.79,2380.63,0
Experienced,0.7899,833.95,78.2,1793.33,0
New_Farmer,0.0,821.34,38.8,2624.88,0
Experienced,0.7712,809.97,64.97,2409.05,1
Experienced,0.6932,584.57,79.5,2106.05,1
New_Farmer,0.0,963.71,95.34,1825.19,0
New_Farmer,0.0,477.59,19.82,1941.53,1
Experienced,0.8357,566.53,63.0,3160.85,1
New_Farmer,0.0,509.47,78.41,1900.77,1
New_Farmer,0.0,368.31,78.27,2158.05,1
Experienced,0.8586,1352.85,47.27,1784.77,0
Experienced,0.8316,615.4,73.63,1720.67,0
Experienced,0.6252,547.91,51.79,1512.33,0
Experienced,0.4439,696.97,60.76,2583.03,1
Experienced,0.8018,892.48,41.02,1977.65,0
Experienced,0.6967,228.08,78.57,1465.26,1
Experienced,0.408,780.71,61.7,2573.69,1
New_Farmer,0.0,441.24,53.16,1887.86,0
Experienced,0.8389,719.1,72.67,2841.38,0
New_Farmer,0.0,693.16,34.99,1626.24,1
New_Farmer,0.0,734.43,29.08,1891.6,1
Experienced,0.4067,764.76,31.43,2015.98,0
New_Farmer,0.0,1058.91,73.14,2365.9,0
Experienced,0.6644,1305.94,57.21,3284.84,0
New_Farmer,0.0,785.36,16.28,1943.4,1
Experienced,0.5941,834.45,48.57,2645.21,0
New_Farmer,0.0,860.62,38.33,2002.59,1
Experienced,0.8959,241.9,73.88,2148.71,1
Experienced,0.6557,817.68,52.34,2413.03,0
New_Farmer,0.0,437.85,28.19,2597.25,1
Experienced,0.6749,650.13,79.51,2415.7,0
Experienced,0.81,389.75,50.21,2047.18,1
Experienced,0.8623,623.48,67.47,1913.99,0
New_Farmer,0.0,942.98,37.43,2325.27,0
New_Farmer,0.0,1076.55,41.16,1746.85,0
New_Farmer,0.0,477.34,30.12,1795.73,1
New_Farmer,0.0,315.19,44.71,1994.13,1
New_Farmer,0.0,854.03,52.04,1496.89,0
New_Farmer,0.0,142.45,56.55,2620.92,0
Experienced,0.4494,492.83,73.95,2754.07,1
Experienced,0.8313,766.68,67.64,2124.68,0
Experienced,0.5366,571.65,60.25,2087.4,1
Experienced,0.5287,1291.42,58.2,2109.36,1
New_Farmer,0.0,825.48,27.53,2107.52,1
Experienced,0.8951,565.73,83.19,1534.39,0
Experienced,0.654,577.97,47.59,1687.08,0
Experienced,0.4488,773.42,66.96,1968.6,1
New_Farmer,0.0,412.98,21.76,2303.11,1
New_Farmer,0.0,500.78,89.18,1791.24,0
Experienced,0.4346,175.92,60.84,2344.88,1
New_Farmer,0.0,794.78,52.3,1994.99,0
New_Farmer,0.0,916.12,47.33,2502.73,1
New_Farmer,0.0,543.61,66.38,2313.55,0
New_Farmer,0.0,598.23,49.41,1588.41,0
Experienced,0.8567,946.16,38.37,2106.61,1
New_Farmer,0.0,787.65,68.69,2503.97,1
Experienced,0.4896,1021.82,70.8,2715.46,1
New_Farmer,0.0,490.47,65.61,808.38,0
Experienced,0.5443,1088.06,70.77,2326.57,1
Experienced,0.5044,1117.85,65.95,2247.15,1
New_Farmer,0.0,416.61,42.0,2266.08,1
Experienced,0.5553,843.96,56.28,2741.63,0
Experienced,0.428,700.84,93.27,2892.21,1
New_Farmer,0.0,929.58,49.93,1858.96,1
Experienced,0.7257,1007.22,60.27,1775.57,0
New_Farmer,0.0,505.57,13.38,1501.14,1
New_Farmer,0.0,521.78,41.53,2861.5,1
New_Farmer,0.0,1070.02,44.37,2231.59,1
Experienced,0.6385,875.48,62.06,2148.94,0
Experienced,0.8621,476.21,62.94,1714.91,0
New_Farmer,0.0,527.8,34.09,2899.48,1
New_Farmer,0.0,666.48,55.76,2388.41,0
Experienced,0.8963,926.36,63.32,2752.22,0
New_Farmer,0.0,209.75,61.8,1821.0,1
New_Farmer,0.0,324.62,25.47,1567.27,1
Experienced,0.5813,419.31,74.73,2571.08,0
Experienced,0.6319,467.33,78.42,2011.98,0
New_Farmer,0.0,1199.93,69.74,795.68,0
New_Farmer,0.0,674.58,61.56,2308.1,1
Experienced,0.4,822.37,54.33,2294.83,1
Experienced,0.559,995.94,67.74,2643.03,1
Experienced,0.5619,678.92,31.27,3059.8,1
New_Farmer,0.0,949.16,64.83,1512.68,0
Experienced,0.8162,593.72,88.36,2091.82,1
Experienced,0.6515,157.87,79.41,3556.05,1
New_Farmer,0.0,824.93,37.78,2863.58,1
Experienced,0.8005,687.74,70.11,2155.69,0
Experienced,0.4925,938.64,53.16,2489.28,1
Experienced,0.5156,754.99,41.53,2334.48,0
Experienced,0.7518,1247.38,49.22,2584.14,0
Experienced,0.7491,850.25,44.18,3237.1,1
Experienced,0.591,572.1,48.33,3166.58,0
Experienced,0.6865,303.54,40.66,1806.91,1
Experienced,0.5838,745.27,29.58,1917.73,1
Experienced,0.4619,323.7,55.0,1872.22,1
New_Farmer,0.0,598.15,55.78,2677.71,0
New_Farmer,0.0,897.49,48.5,2853.56,0
New_Farmer,0.0,1003.49,12.3,2476.4,1
Experienced,0.5822,1018.91,60.12,3358.57,0
New_Farmer,0.0,747.49,36.79,2013.65,1
Experienced,0.5266,1162.5,81.44,2557.54,0
Experienced,0.798,536.51,51.02,2219.36,0
Experienced,0.5676,569.37,32.61,2443.07,1
Experienced,0.864,673.76,66.78,2179.97,0
Experienced,0.7593,549.89,72.56,1579.95,0
Experienced,0.8501,151.07,54.86,2213.6,1
Experienced,0.8233,592.47,43.06,2445.06,1
New_Farmer,0.0,546.62,5.64,1747.4,1
Experienced,0.4183,596.76,74.7,2144.87,1
New_Farmer,0.0,369.94,40.45,786.79,1
New_Farmer,0.0,674.25,15.23,1599.0,1
Experienced,0.6512,1132.36,60.63,2408.37,1
Experienced,0.4955,305.66,53.12,1459.41,1
Experienced,0.7315,564.06,49.09,2577.14,1
New_Farmer,0.0,807.34,43.64,1722.21,1
New_Farmer,0.0,1084.96,68.56,2149.86,1
New_Farmer,0.0,268.13,46.46,1776.15,1
Experienced,0.7622,787.15,47.87,3599.58,0
Experienced,0.8069,841.17,70.73,2341.24,0
New_Farmer,0.0,946.63,49.04,3037.54,0
Experienced,0.8578,1098.35,39.03,1437.58,0
Experienced,0.744,583.95,65.44,2663.12,1
Experienced,0.6789,1105.07,72.87,2577.93,0
Experienced,0.6926,813.95,77.55,2361.88,0
Experienced,0.7433,733.54,45.11,2461.73,0
Experienced,0.4758,473.36,61.88,3218.63,1
Experienced,0.4812,688.28,51.15,2926.72,0
Experienced,0.7904,638.83,46.98,2724.07,1
New_Farmer,0.0,436.31,38.27,1648.85,1
Experienced,0.6517,779.02,35.59,3435.95,1
Experienced,0.5429,470.25,60.06,1940.1,1
Experienced,0.831,693.18,69.21,3502.5,0
New_Farmer,0.0,613.06,61.14,2201.51,0
New_Farmer,0.0,289.24,3.52,1600.4,0
New_Farmer,0.0,1398.36,84.13,2876.35,0
New_Farmer,0.0,714.64,37.78,2458.04,1
Experienced,0.5002,742.99,76.32,2837.98,0
Experienced,0.6137,997.44,70.91,2654.41,0
New_Farmer,0.0,1088.47,14.55,1539.01,1
Experienced,0.6129,314.1,59.75,2474.46,1
Experienced,0.6218,381.25,26.87,1761.6,1
New_Farmer,0.0,423.55,38.83,3131.06,1
Experienced,0.6772,691.69,78.67,1894.01,0
New_Farmer,0.0,432.3,33.12,1460.63,1
Experienced,0.9,1065.26,34.79,2919.06,0
Experienced,0.8338,1238.41,61.06,2814.61,0
Experienced,0.4083,972.49,43.69,3019.3,1
Experienced,0.7745,869.96,85.23,1987.38,0
Experienced,0.6064,703.47,63.48,2462.49,1
New_Farmer,0.0,676.9,41.64,2536.82,1
New_Farmer,0.0,674.07,39.39,2923.77,1
New_Farmer,0.0,552.92,71.72,2270.21,0
Experienced,0.5225,767.22,71.12,2084.0,1
New_Farmer,0.0,624.11,36.62,2610.3,1
New_Farmer,0.0,471.65,39.91,1810.44,1
Experienced,0.5698,638.36,84.2,2441.78,0
Experienced,0.7768,1063.11,51.65,1333.71,0
New_Farmer,0.0,1307.64,55.5,1598.01,0
New_Farmer,0.0,1121.2,58.81,2509.13,0
Experienced,0.7295,628.94,41.8,2577.82,1
Experienced,0.6861,411.52,60.5,2212.77,1
New_Farmer,0.0,423.32,60.76,1822.45,1
Experienced,0.7291,933.49,24.84,2141.78,0
New_Farmer,0.0,977.57,44.17,2550.0,1
Experienced,0.7509,482.12,64.68,1253.88,0
Experienced,0.4681,697.84,43.43,2545.61,1
New_Farmer,0.0,724.3,37.14,1935.45,0
New_Farmer,0.0,520.16,38.72,2896.9,1
New_Farmer,0.0,594.85,37.71,1907.4,1
Experienced,0.7455,189.25,41.73,2051.08,1
Experienced,0.4919,728.09,73.95,2299.38,0
New_Farmer,0.0,910.72,64.6,2465.26,0
Experienced,0.4095,1373.7,64.32,1844.17,0
Experienced,0.883,526.82,55.5,2365.15,1
New_Farmer,0.0,1168.0,35.07,2273.23,0
Experienced,0.5045,348.67,72.15,1785.71,1
Experienced,0.4824,728.38,81.25,2394.22,1
New_Farmer,0.0,406.18,69.17,2265.47,1
Experienced,0.4059,540.17,85.42,1426.81,1
New_Farmer,0.0,282.95,50.84,1392.47,1
New_Farmer,0.0,311.74,72.86,1983.88,0
New_Farmer,0.0,1191.8,33.61,1403.34,0
Experienced,0.6161,825.74,55.36,1830.27,1
New_Farmer,0.0,836.26,34.66,2482.33,1
Experienced,0.493,936.61,80.16,2403.76,0
New_Farmer,0.0,1369.41,18.11,2510.24,1
New_Farmer,0.0,1075.02,29.42,2792.43,1
Experienced,0.8767,737.47,85.84,1051.49,0
Experienced,0.9,1006.9,53.35,2760.36,0
Experienced,0.6115,418.08,60.17,2313.3,1
New_Farmer,0.0,452.28,56.42,2512.07,0
Experienced,0.4328,689.45,66.09,3285.23,1
Experienced,0.6545,950.21,58.18,1355.87,1
New_Farmer,0.0,1030.34,9.44,2387.07,1
Experienced,0.8607,1094.9,50.3,2550.0,0
Experienced,0.5994,771.41,67.18,1603.16,0
Experienced,0.8194,935.64,69.4,2298.84,0
Experienced,0.8579,330.73,64.0,2078.24,1
Experienced,0.5975,779.69,81.95,2698.27,1
Experienced,0.7706,787.8,44.63,1650.49,1
New_Farmer,0.0,987.44,58.55,1899.87,0
Experienced,0.7503,934.67,42.76,2255.42,0
Experienced,0.7629,809.93,47.65,2248.36,0
Experienced,0.5617,248.66,55.82,1206.37,1
New_Farmer,0.0,769.74,43.27,1384.14,0
New_Farmer,0.0,1020.29,63.7,1859.73,0
Experienced,0.4189,876.84,68.87,2931.13,1
Experienced,0.8639,860.73,43.11,2506.08,0
New_Farmer,0.0,375.01,14.41,2081.73,1
New_Farmer,0.0,1065.74,25.42,2786.59,0
Experienced,0.6424,1090.3,49.45,1753.16,0
New_Farmer,0.0,647.02,34.2,3298.41,1
New_Farmer,0.0,802.47,38.37,2193.7,1
Experienced,0.8609,716.45,55.32,1990.04,0
Experienced,0.4115,581.3,68.99,2622.63,0
New_Farmer,0.0,1013.13,32.58,1312.32,1
New_Farmer,0.0,719.36,13.77,1695.78,1
Experienced,0.8632,639.3,55.04,1611.39,0
Experienced,0.4986,886.05,47.62,2327.86,1
Experienced,0.7502,544.9,66.17,1858.75,0
Experienced,0.7039,743.2,51.53,2684.15,1
Experienced,0.6783,546.27,74.71,2686.56,1
New_Farmer,0.0,643.16,54.26,2504.8,1
New_Farmer,0.0,432.5,53.14,2049.35,0
Experienced,0.8142,792.64,57.18,3028.21,0
Experienced,0.4885,941.63,49.03,2574.11,1
New_Farmer,0.0,338.43,30.18,1942.35,1
Experienced,0.4061,1087.41,50.49,2311.85,0
New_Farmer,0.0,916.42,49.81,2612.24,1
Experienced,0.8847,676.72,49.9,2382.72,1
Experienced,0.707,942.27,30.74,2124.94,1
Experienced,0.6102,792.12,50.44,1771.25,0
Experienced,0.7705,704.15,61.06,1901.65,0
Experienced,0.8538,769.73,20.89,1597.79,0
Experienced,0.8535,572.04,57.32,3219.44,0
New_Farmer,0.0,443.01,15.08,1417.8,1
Experienced,0.4474,681.77,53.2,2867.47,1
New_Farmer,0.0,629.26,56.92,2191.86,0
Experienced,0.7108,374.76,33.51,1991.21,1
Experienced,0.8024,643.68,50.34,2657.86,1
Experienced,0.6284,329.98,44.93,2135.94,1
Experienced,0.4711,788.04,51.84,1790.79,0
Experienced,0.4395,1092.45,44.06,1715.65,1
Experienced,0.6276,822.51,55.51,2604.42,1
Experienced,0.4173,396.43,81.34,2511.41,1
Experienced,0.7428,550.06,45.29,2132.41,1
Experienced,0.5154,793.23,48.48,2247.38,0
Experienced,0.6622,978.87,57.23,2227.2,1
Experienced,0.5864,497.97,68.09,2235.4,1
Experienced,0.5915,918.05,63.68,1625.64,1
Experienced,0.5078,635.61,59.07,2295.61,0
New_Farmer,0.0,793.16,49.8,1968.86,0
New_Farmer,0.0,383.14,15.83,2041.9,1
Experienced,0.4122,481.79,50.32,2449.5,1
New_Farmer,0.0,539.98,13.66,2187.78,1
Experienced,0.4686,465.22,71.69,2563.25,1
Experienced,0.6658,983.14,40.29,2543.13,1
Experienced,0.7467,934.25,60.11,2792.2,0
Experienced,0.8378,874.93,94.15,2785.29,0
Experienced,0.6898,728.6,84.17,2479.24,0
Experienced,0.8801,711.19,36.54,2226.82,1
Experienced,0.8871,395.6,62.5,2445.2,1
New_Farmer,0.0,1242.02,43.1,1665.77,0
New_Farmer,0.0,653.3,66.68,2306.04,1
Experienced,0.5991,1117.34,40.45,2979.92,0
New_Farmer,0.0,828.93,30.96,2688.61,0
New_Farmer,0.0,600.91,38.1,1778.48,1
New_Farmer,0.0,647.76,55.06,2125.47,0
New_Farmer,0.0,654.79,15.68,2292.15,1
Experienced,0.8642,990.75,65.39,1405.78,0
Experienced,0.63,845.15,70.36,2214.27,0
New_Farmer,0.0,385.57,32.02,1476.84,0
New_Farmer,0.0,486.18,50.49,2609.28,1
Experienced,0.5639,757.35,59.14,2639.94,0
Experienced,0.4557,397.96,59.53,1798.53,0
Experienced,0.5482,1184.9,38.53,3164.48,1
Experienced,0.698,366.38,82.53,2875.52,1
Experienced,0.4109,577.23,71.8,2414.86,0
New_Farmer,0.0,202.71,37.55,2336.47,1
New_Farmer,0.0,931.23,87.42,3034.32,1
